Student_Name,Gender,Grade_Level,Section,Payment_Status,Favorite_Subject,Extracurricular,Tuition_Fee,Monthly_Allowance,Current_GPA,Enrollment_Date,Date_of_Birth
Ann Martin,Female,Grade 12,B-Emerald,Scholarship,Science,Student Council,41424.35,3134,80.62,2025-11-01,2007-07-24
Nancy Hunter,Non-binary,Grade 7,C-Sapphire,Full Payment,Science,Student Council,36796.62,4594,90.78,2026-01-03,2016-06-13
Jade Lewis,Non-binary,Grade 6,B-Emerald,Scholarship,Science,Student Council,25678.71,4542,82.14,2025-08-27,2016-09-26
Michael Morris,Female,Grade 11,B-Emerald,Full Payment,Literature,None,41591.82,1175,81.41,2025-11-28,2012-08-15
Brandi Rose,Female,Grade 3,C-Sapphire,Full Payment,Literature,Student Council,26948.96,4239,93.39,2025-11-16,2018-02-04
Matthew Hardin,Non-binary,Grade 1,A-Diamond,Scholarship,Literature,Student Council,36029.17,1037,85.9,2025-09-16,2015-07-07
Stephen Gonzalez,Non-binary,Grade 11,D-Ruby,Installment,Computer Science,Student Council,23403.6,2236,86.77,2026-04-08,2020-01-22
Aaron Hubbard,Female,Grade 6,D-Ruby,Full Payment,History,Glee Club,29132.62,2987,96.93,2026-04-16,2010-03-19
Derek Howard,Male,Grade 3,D-Ruby,Installment,Literature,Glee Club,21193.8,4366,87.91,2025-11-07,2015-04-12
Cole Watkins,Non-binary,Grade 3,A-Diamond,Full Payment,History,Glee Club,34433.56,889,82.79,2026-01-20,2019-06-25
Dr. Stefanie Jacobson,Non-binary,Grade 1,D-Ruby,Full Payment,Computer Science,None,31052.55,1613,80.55,2025-05-25,2016-08-12
Mark Shepard,Male,Grade 9,D-Ruby,Late Payment,Computer Science,Glee Club,32401.48,2072,79.91,2026-02-22,2014-08-22
Logan Stevens,Female,Grade 3,C-Sapphire,Late Payment,History,Glee Club,20504.55,2641,78.63,2025-08-28,2019-09-18
Lauren Carter,Female,Grade 12,D-Ruby,Late Payment,Computer Science,Varsity,36389.29,3932,98.25,2025-10-14,2009-03-14
Amanda Walsh,Non-binary,Grade 9,B-Emerald,Scholarship,Literature,Glee Club,23403.97,510,84.96,2025-10-16,2013-11-04
Adrienne Vance,Male,Grade 9,B-Emerald,Late Payment,Mathematics,None,24406.41,2399,98.65,2026-02-01,2009-04-21
Annette Bradley,Female,Grade 11,B-Emerald,Full Payment,Computer Science,Arts Club,31626.28,4504,77.52,2025-06-27,2019-04-04
Jason Hester,Male,Grade 11,D-Ruby,Late Payment,Computer Science,None,15781.71,4349,77.51,2026-01-07,2009-04-08
Rebecca Dawson,Female,Grade 11,D-Ruby,Installment,Literature,Glee Club,21094.1,3822,92.83,2026-01-02,2014-05-13
Kenneth Mcgee,Male,Grade 7,B-Emerald,Scholarship,Computer Science,Glee Club,21106.53,4575,84.16,2026-02-04,2010-07-18
Joseph Phillips,Female,Grade 7,A-Diamond,Installment,Mathematics,None,36769.26,2122,89.34,2025-08-30,2011-09-08
Mitchell Bird,Non-binary,Grade 7,A-Diamond,Late Payment,History,Arts Club,17276.66,2472,85.61,2025-05-29,2017-09-14
James Day,Female,Grade 11,D-Ruby,Scholarship,Computer Science,Student Council,27841.73,4203,92.14,2025-11-25,2010-01-29
James Miller,Non-binary,Grade 6,A-Diamond,Full Payment,History,None,37787.8,3281,97.54,2025-11-25,2017-09-09
Billy Hartman,Female,Grade 9,B-Emerald,Late Payment,Literature,Student Council,40677.78,2517,86.13,2026-01-18,2012-03-09
Debra Gibson,Female,Grade 7,B-Emerald,Installment,Science,Arts Club,25178.32,2406,75.15,2026-02-08,2016-03-01
Julie Daniels,Non-binary,Grade 11,B-Emerald,Late Payment,Science,None,26530.77,3966,87.25,2025-05-30,2017-04-30
Eric Bailey,Female,Grade 1,B-Emerald,Scholarship,History,Glee Club,35112.14,2789,90.22,2025-10-06,2012-07-13
Amanda Smith,Non-binary,Grade 12,D-Ruby,Scholarship,Literature,None,32013.83,2781,86.82,2025-07-02,2008-04-10
Linda Smith,Male,Grade 1,A-Diamond,Late Payment,Mathematics,Student Council,19282.85,538,88.05,2025-08-24,2010-07-21
Mark Campbell,Male,Grade 3,B-Emerald,Late Payment,Computer Science,Arts Club,19904.54,3338,96.77,2025-07-16,2013-03-06
Heather Oconnell,Male,Grade 7,A-Diamond,Installment,Mathematics,Student Council,33098.59,4529,98.3,2025-09-22,2010-08-20
Brenda Thompson,Non-binary,Grade 1,C-Sapphire,Full Payment,History,Glee Club,43399.32,4191,89.73,2026-04-26,2012-03-11
Charles Ferguson,Female,Grade 1,A-Diamond,Installment,Literature,None,15286.72,4047,79.97,2025-10-18,2008-08-30
Cheryl Carter,Male,Grade 7,D-Ruby,Installment,Computer Science,Glee Club,33438.42,1206,82.66,2026-01-30,2016-04-13
Scott Grimes,Male,Grade 7,C-Sapphire,Installment,History,Glee Club,38873.35,2158,94.52,2025-12-27,2016-01-02
Darrell Cervantes,Male,Grade 7,B-Emerald,Late Payment,Science,Student Council,32841.78,1972,87.52,2025-12-08,2009-04-24
Christopher Holland,Female,Grade 3,A-Diamond,Late Payment,Mathematics,Arts Club,15048.55,4333,80.53,2025-10-19,2012-06-07
Vincent Ruiz,Non-binary,Grade 11,D-Ruby,Late Payment,History,Arts Club,16340.66,4029,75.08,2026-04-08,2007-05-31
Tracy Wright,Non-binary,Grade 11,A-Diamond,Late Payment,Literature,Student Council,30699.2,1369,93.59,2025-07-16,2019-09-28
Nicholas Martinez,Male,Grade 11,A-Diamond,Full Payment,Science,Arts Club,20410.64,1432,85.56,2025-06-27,2017-03-23
Tamara Berg,Male,Grade 11,C-Sapphire,Scholarship,Computer Science,Glee Club,26338.31,3212,77.52,2026-01-10,2017-10-14
Kathryn Kennedy,Female,Grade 3,D-Ruby,Late Payment,Literature,Varsity,16560.55,3020,97.87,2026-01-18,2008-09-18
Stacey Brady,Non-binary,Grade 6,D-Ruby,Late Payment,Literature,Varsity,18377.31,1758,91.22,2025-07-28,2011-09-21
Samantha Lewis,Female,Grade 6,D-Ruby,Scholarship,Literature,Varsity,21323.67,4078,89.38,2026-04-06,2019-10-03
Donna Patel,Non-binary,Grade 7,D-Ruby,Scholarship,Computer Science,Arts Club,24792.76,566,75.33,2025-10-04,2018-03-07
Peter Morgan,Non-binary,Grade 3,C-Sapphire,Full Payment,Computer Science,Student Council,33516.68,3568,86.26,2025-07-27,2008-09-03
Shirley Garza,Female,Grade 12,C-Sapphire,Full Payment,History,Varsity,41992.05,620,94.29,2025-10-12,2017-07-26
Michelle Santos,Male,Grade 12,A-Diamond,Late Payment,Mathematics,Varsity,44657.21,4231,95.07,2026-03-08,2013-06-06
Robert Patton,Male,Grade 7,A-Diamond,Full Payment,Literature,Student Council,32373.53,1324,91.1,2025-05-18,2013-11-16
Judith Jones,Male,Grade 1,D-Ruby,Late Payment,Computer Science,None,39192.64,2854,80.62,2026-05-04,2019-09-26
Tara Salinas,Non-binary,Grade 6,D-Ruby,Installment,Science,Varsity,32678.89,1582,81.48,2025-12-28,2013-07-03
Marissa Jones,Male,Grade 3,B-Emerald,Late Payment,Mathematics,Student Council,22213.64,2660,97.14,2025-12-18,2014-04-20
Brittney Hutchinson,Male,Grade 7,B-Emerald,Full Payment,History,Student Council,29670.69,1694,79.16,2026-01-24,2009-01-12
Roy Torres,Non-binary,Grade 6,C-Sapphire,Installment,Computer Science,Arts Club,32111.21,2823,90.18,2025-08-31,2012-07-02
Mackenzie Williams,Male,Grade 1,C-Sapphire,Late Payment,Science,None,17538.82,3009,79.55,2025-12-20,2011-12-11
Michael Martin,Non-binary,Grade 3,D-Ruby,Installment,Mathematics,Student Council,42978.27,4884,82.96,2025-08-23,2010-08-18
Ruben Phelps,Non-binary,Grade 12,A-Diamond,Installment,Literature,Varsity,29427.41,2905,77.81,2026-01-22,2008-06-13
Andrew Cantrell,Non-binary,Grade 9,C-Sapphire,Late Payment,Mathematics,Varsity,30906.21,619,94.6,2025-07-13,2011-11-01
Laura White,Male,Grade 11,C-Sapphire,Installment,Computer Science,Student Council,43592.35,3649,77.03,2026-04-21,2012-09-17
Linda Russell,Female,Grade 1,C-Sapphire,Full Payment,Computer Science,Student Council,18897.33,3992,83.68,2026-04-10,2014-09-07
Natasha Evans,Female,Grade 12,B-Emerald,Full Payment,History,Varsity,30962.46,1054,91.37,2025-11-22,2011-01-26
Amy Washington,Female,Grade 1,C-Sapphire,Scholarship,Computer Science,Arts Club,25470.01,4404,87.51,2025-09-03,2015-01-21
Richard Hill DDS,Male,Grade 9,B-Emerald,Full Payment,Science,Student Council,34748.75,1107,86.85,2025-11-11,2008-01-10
Christopher Burke,Non-binary,Grade 1,C-Sapphire,Scholarship,History,Glee Club,17367.97,1001,79.91,2025-09-22,2013-10-04
Jacqueline Perez,Female,Grade 6,C-Sapphire,Late Payment,History,Student Council,41454.93,4829,77.58,2026-04-11,2014-07-30
Gregory Colon,Female,Grade 7,B-Emerald,Late Payment,Mathematics,Arts Club,18804.81,4074,81.01,2025-10-03,2012-06-17
Justin Smith,Non-binary,Grade 7,D-Ruby,Installment,Literature,Glee Club,22633.95,814,97.55,2025-08-05,2014-02-22
Donna Herman,Non-binary,Grade 1,D-Ruby,Full Payment,History,Arts Club,39048.65,3553,87.57,2025-09-12,2017-11-21
Tracey Smith,Non-binary,Grade 3,A-Diamond,Installment,Computer Science,Varsity,36107.41,4219,96.5,2026-04-20,2011-03-23
Crystal Norris DDS,Male,Grade 3,C-Sapphire,Late Payment,Science,None,31914.56,589,75.91,2026-02-19,2018-01-25
Kimberly Lee,Non-binary,Grade 9,B-Emerald,Full Payment,Mathematics,Arts Club,41487.73,4843,77.94,2025-06-03,2009-04-22
Michael Hansen,Non-binary,Grade 3,C-Sapphire,Scholarship,Literature,Glee Club,27561.41,3208,87.36,2025-07-13,2010-04-18
Nicole Martinez,Female,Grade 7,B-Emerald,Installment,Science,Student Council,42331.98,984,95.85,2025-09-25,2016-06-28
Steven Carter,Female,Grade 6,D-Ruby,Late Payment,Literature,Varsity,27189.96,2850,82.1,2025-05-10,2014-02-15
Brian Martin,Male,Grade 12,C-Sapphire,Installment,Mathematics,Varsity,34942.86,4670,95.44,2026-02-11,2010-01-17
Brian Arroyo,Female,Grade 7,C-Sapphire,Late Payment,History,Student Council,21056.69,4686,97.69,2025-09-21,2012-11-18
Timothy Carey,Female,Grade 9,A-Diamond,Installment,History,Arts Club,16622.85,2814,77.78,2025-11-27,2011-12-09
Douglas Johnston,Female,Grade 1,D-Ruby,Full Payment,History,Glee Club,25653.62,4604,84.06,2025-09-06,2015-12-03
Michael Scott,Non-binary,Grade 11,B-Emerald,Late Payment,Science,None,21796.11,2280,79.86,2025-07-18,2015-09-28
Brandi Waters,Male,Grade 7,C-Sapphire,Installment,Literature,Student Council,25305.73,4839,77.42,2025-06-26,2014-12-31
Jeffrey Acosta,Non-binary,Grade 1,C-Sapphire,Scholarship,Literature,Student Council,38359.95,3244,87.56,2025-06-24,2019-12-26
Jennifer Obrien,Non-binary,Grade 6,B-Emerald,Full Payment,Computer Science,Glee Club,29152.96,1121,87.6,2025-07-21,2020-02-26
Adam Silva,Non-binary,Grade 6,D-Ruby,Full Payment,History,Varsity,34582.57,1458,97.24,2025-05-22,2012-07-01
Eric Webster,Male,Grade 11,D-Ruby,Installment,History,Glee Club,32370.38,2375,84.84,2026-01-24,2012-10-14
Kathleen Dunn,Male,Grade 6,A-Diamond,Scholarship,History,Glee Club,37326.21,1056,78.69,2025-10-06,2016-08-03
Denise Weeks,Female,Grade 3,C-Sapphire,Full Payment,Literature,Glee Club,15360.69,521,80.82,2025-06-10,2017-12-16
Lori Williams,Male,Grade 12,A-Diamond,Full Payment,Mathematics,Arts Club,35871.11,1834,79.91,2026-02-23,2011-05-19
Kelsey Solis,Non-binary,Grade 3,A-Diamond,Full Payment,Science,Arts Club,20198.94,3649,90.21,2026-02-25,2020-01-22
Cassandra Morris,Non-binary,Grade 6,A-Diamond,Installment,Mathematics,Arts Club,23962.07,1940,83.34,2026-03-19,2020-04-21
Angelica Lewis,Male,Grade 9,D-Ruby,Scholarship,Literature,Glee Club,21556.15,643,87.98,2025-07-26,2020-04-23
Carla Miller,Non-binary,Grade 7,B-Emerald,Late Payment,Literature,Arts Club,24682.06,889,97.37,2025-08-07,2012-09-04
Eric Marshall,Non-binary,Grade 11,A-Diamond,Installment,Literature,Arts Club,38319.84,3195,97.3,2025-08-01,2011-09-08
Dan Oneill,Female,Grade 3,B-Emerald,Late Payment,Literature,None,29662.22,2931,90.37,2025-07-05,2018-02-10
Brandon Ellis,Non-binary,Grade 3,C-Sapphire,Installment,Mathematics,Student Council,23916.54,1370,84.51,2025-12-11,2017-01-03
Joseph Charles,Male,Grade 3,A-Diamond,Scholarship,History,Glee Club,22734.95,971,95.56,2025-12-10,2014-02-25
Robert Ruiz,Non-binary,Grade 3,C-Sapphire,Scholarship,History,Varsity,16250.44,1319,90.94,2025-08-04,2017-09-30
Mrs. Theresa Jones,Non-binary,Grade 1,C-Sapphire,Full Payment,Mathematics,Varsity,21162.32,1993,80.67,2025-12-25,2012-10-17
Christopher Harris,Non-binary,Grade 7,D-Ruby,Installment,Literature,None,23631.51,4772,98.63,2025-08-14,2016-07-28
Billy Newman,Male,Grade 6,D-Ruby,Scholarship,Computer Science,Student Council,33448.67,1018,94.64,2025-12-18,2010-03-28
Matthew Wilson,Non-binary,Grade 6,C-Sapphire,Late Payment,History,Arts Club,35223.69,3889,76.77,2025-05-27,2013-07-11
Victor Holloway,Female,Grade 9,B-Emerald,Full Payment,History,Student Council,34423.8,1205,88.48,2025-09-28,2011-06-23
Dawn Moore,Female,Grade 3,C-Sapphire,Installment,Literature,Varsity,21606.97,3226,85.39,2025-09-30,2011-02-21
Jacob Flores,Male,Grade 7,C-Sapphire,Full Payment,Science,Glee Club,24553.01,956,90.36,2026-01-06,2016-02-18
Dr. Courtney Larsen MD,Female,Grade 12,D-Ruby,Full Payment,Science,Student Council,28147.49,3283,91.94,2025-12-02,2015-05-10
Kristina Jackson,Female,Grade 12,C-Sapphire,Installment,Mathematics,Varsity,23356.84,2430,93.71,2025-09-09,2007-08-31
Scott Jones,Female,Grade 11,C-Sapphire,Installment,Science,Glee Club,40408.4,2457,93.98,2025-08-20,2013-04-18
Timothy Walker,Male,Grade 12,A-Diamond,Full Payment,History,Arts Club,39270.03,2257,85.62,2025-11-22,2013-02-01
Micheal Smith,Male,Grade 7,A-Diamond,Scholarship,Mathematics,Arts Club,32499.61,4885,78.9,2025-11-22,2014-04-16
Kenneth Hall,Male,Grade 3,A-Diamond,Installment,History,Arts Club,33527.19,4050,97.77,2026-02-22,2013-10-22
Kelli Kennedy,Non-binary,Grade 7,B-Emerald,Late Payment,History,Student Council,31663.19,4312,76.66,2025-11-27,2019-06-11
Kenneth Adams,Female,Grade 7,D-Ruby,Full Payment,History,Student Council,24510.35,1493,98.96,2025-12-22,2011-03-05
Mr. Michael Bartlett,Female,Grade 1,D-Ruby,Late Payment,Science,Student Council,25858.93,1334,85.7,2026-03-30,2018-02-20
James Jacobson,Female,Grade 3,D-Ruby,Scholarship,Computer Science,Varsity,25982.36,4451,92.82,2025-11-05,2012-01-08
William Washington,Female,Grade 3,D-Ruby,Installment,History,Arts Club,39552.53,949,97.26,2025-11-29,2011-05-30
Richard Taylor,Male,Grade 9,C-Sapphire,Scholarship,Science,None,35302.51,4646,88.64,2025-09-30,2019-10-14
Valerie Griffith,Female,Grade 12,C-Sapphire,Installment,Literature,None,21390.83,950,88.0,2025-09-30,2011-03-01
Angela Cooley,Non-binary,Grade 3,A-Diamond,Scholarship,Mathematics,None,30005.66,4421,78.16,2025-05-19,2009-06-28
Robert Ramirez,Non-binary,Grade 12,A-Diamond,Installment,Literature,Arts Club,40254.91,2604,90.43,2026-02-20,2007-08-17
Diane Adkins,Female,Grade 11,C-Sapphire,Full Payment,Mathematics,Student Council,38459.46,3147,87.46,2025-10-29,2013-02-10
Rachel Wells,Non-binary,Grade 6,C-Sapphire,Late Payment,History,None,36279.55,2103,79.12,2026-02-17,2014-11-15
Amy Landry,Male,Grade 3,A-Diamond,Scholarship,Computer Science,Glee Club,25967.84,3478,76.13,2025-09-11,2018-03-11
Jessica Erickson,Non-binary,Grade 3,A-Diamond,Scholarship,History,Student Council,35913.99,3028,79.63,2025-12-27,2014-10-15
Russell Herrera,Female,Grade 6,A-Diamond,Late Payment,History,None,41292.04,792,85.93,2025-12-04,2020-02-06
Tonya Williams,Female,Grade 11,B-Emerald,Scholarship,Literature,Varsity,40821.0,1593,92.27,2025-07-27,2018-03-23
Christina Payne,Female,Grade 6,B-Emerald,Full Payment,Computer Science,Glee Club,33552.56,1627,92.85,2025-07-09,2018-04-15
Kelly Thompson,Male,Grade 12,C-Sapphire,Installment,Computer Science,Arts Club,36448.94,2643,75.86,2025-08-11,2015-05-13
Margaret Barr,Male,Grade 1,C-Sapphire,Full Payment,Science,Arts Club,33495.23,1421,98.97,2025-11-28,2017-09-10
Linda Payne,Non-binary,Grade 11,B-Emerald,Full Payment,History,Glee Club,22967.75,4547,90.78,2025-09-13,2012-12-21
Mark Williams,Male,Grade 1,A-Diamond,Scholarship,Mathematics,None,29280.39,3771,92.22,2025-12-13,2009-09-16
Kelly Sloan,Male,Grade 11,A-Diamond,Installment,Computer Science,None,18827.87,4141,78.39,2025-10-29,2013-10-24
Donald Zavala,Non-binary,Grade 11,B-Emerald,Installment,History,Arts Club,27491.61,3575,76.9,2025-07-30,2014-12-17
Gwendolyn Smith,Male,Grade 11,B-Emerald,Scholarship,Science,Student Council,27798.44,1441,85.91,2026-02-12,2009-03-06
Harold Ray,Female,Grade 9,B-Emerald,Scholarship,History,Arts Club,40777.39,733,79.08,2025-08-07,2015-09-23
Keith Jones,Male,Grade 12,A-Diamond,Scholarship,Science,Varsity,33802.57,4554,77.31,2025-10-25,2020-03-28
Patrick Lowe,Male,Grade 3,D-Ruby,Installment,Literature,Varsity,24322.62,911,91.81,2025-07-03,2016-09-24
Carol Meadows,Non-binary,Grade 3,A-Diamond,Full Payment,Literature,None,16666.74,1350,84.85,2025-06-23,2019-03-27
Jessica Thompson,Non-binary,Grade 11,D-Ruby,Scholarship,Computer Science,Arts Club,39994.38,3989,80.61,2025-07-30,2016-12-21
John Robinson,Male,Grade 11,C-Sapphire,Installment,Science,None,33707.11,3425,80.72,2026-01-08,2018-05-02
Wendy Perez,Non-binary,Grade 11,D-Ruby,Scholarship,Computer Science,None,18262.65,1724,85.6,2025-07-23,2013-04-18
Timothy Collins,Female,Grade 1,B-Emerald,Late Payment,Science,None,35285.59,3829,90.92,2025-06-19,2009-03-16
Travis Clark,Male,Grade 1,A-Diamond,Late Payment,Computer Science,None,19127.49,901,86.29,2026-04-19,2017-06-08
Michael Russell,Non-binary,Grade 9,A-Diamond,Installment,Mathematics,Varsity,35477.91,1967,86.62,2025-12-20,2018-11-22
Thomas Mcdaniel,Non-binary,Grade 11,D-Ruby,Full Payment,Literature,Varsity,28663.5,2095,81.62,2025-07-18,2020-04-12
Bradley Pena,Female,Grade 6,D-Ruby,Late Payment,Mathematics,None,26955.17,4852,77.03,2025-09-19,2011-07-04
Elaine Thomas,Non-binary,Grade 6,D-Ruby,Installment,Computer Science,Student Council,44071.16,4403,91.79,2026-03-15,2015-01-01
Mr. Christopher Mcgee DVM,Male,Grade 9,B-Emerald,Scholarship,Mathematics,Student Council,39884.02,4664,81.55,2025-09-29,2017-05-15
Kelly Price,Non-binary,Grade 6,D-Ruby,Installment,Literature,Glee Club,19148.78,1727,78.68,2025-09-14,2011-04-24
Michael Yang,Female,Grade 9,A-Diamond,Full Payment,Literature,Glee Club,17356.69,2379,81.23,2025-06-30,2009-09-01
Rachael Taylor,Non-binary,Grade 1,A-Diamond,Scholarship,Literature,Arts Club,43111.38,1696,92.92,2025-12-11,2017-12-30
Elizabeth Nelson,Male,Grade 12,B-Emerald,Installment,Science,Student Council,28179.78,1932,92.94,2026-02-08,2010-05-27
Jesse Keller,Non-binary,Grade 7,D-Ruby,Full Payment,Science,Student Council,19988.75,2078,78.47,2025-09-14,2014-01-10
Jerry Berger,Male,Grade 11,A-Diamond,Full Payment,Mathematics,Student Council,16977.88,4686,96.83,2025-05-30,2008-03-30
Danielle Michael,Male,Grade 11,B-Emerald,Full Payment,Literature,Student Council,34520.7,4140,84.95,2025-09-03,2016-07-15
Justin Baker,Male,Grade 11,B-Emerald,Scholarship,History,Arts Club,34171.18,3367,92.28,2025-05-26,2009-05-15
Joseph Kelly,Male,Grade 3,A-Diamond,Full Payment,Literature,None,34552.99,890,96.52,2026-02-20,2013-05-02
Debra Duran,Male,Grade 7,A-Diamond,Full Payment,Literature,Varsity,29358.85,1084,89.98,2025-07-22,2018-08-10
Patricia Ward,Male,Grade 9,B-Emerald,Installment,Mathematics,None,37199.88,513,90.15,2026-03-28,2016-12-31
Dawn Grimes,Non-binary,Grade 7,A-Diamond,Late Payment,History,Varsity,20450.27,3222,91.59,2025-06-08,2010-08-27
James Scott,Male,Grade 3,C-Sapphire,Full Payment,Computer Science,Glee Club,28179.37,976,76.99,2025-07-19,2018-09-04
Jeffrey Berry,Non-binary,Grade 11,B-Emerald,Late Payment,Science,Varsity,34489.88,1165,93.9,2025-08-19,2017-03-17
Joshua Fields,Non-binary,Grade 11,B-Emerald,Full Payment,Literature,Varsity,33403.85,4762,81.22,2026-05-06,2011-06-29
Susan Cooley,Male,Grade 12,D-Ruby,Full Payment,Literature,Varsity,22544.21,3499,75.95,2025-10-23,2008-01-04
Ashley Fleming,Female,Grade 3,A-Diamond,Installment,Computer Science,Student Council,24033.54,1973,92.4,2026-02-05,2019-02-03
Victor Gilbert,Female,Grade 3,B-Emerald,Scholarship,Computer Science,None,37684.7,1545,92.37,2025-10-30,2009-03-25
Melissa Maxwell,Female,Grade 1,D-Ruby,Full Payment,Literature,Glee Club,40789.94,2568,83.77,2025-08-23,2014-04-24
Lawrence Soto,Non-binary,Grade 6,A-Diamond,Installment,Computer Science,Arts Club,28868.85,2473,93.43,2025-05-30,2012-12-26
Rose Khan,Female,Grade 1,D-Ruby,Late Payment,Computer Science,None,37516.49,2435,96.13,2026-04-03,2016-02-21
Pamela Sandoval,Female,Grade 9,A-Diamond,Scholarship,Literature,Arts Club,26514.98,2421,82.23,2026-03-03,2009-09-20
Morgan Johnson,Non-binary,Grade 9,C-Sapphire,Late Payment,Literature,None,44704.85,1392,76.5,2025-10-17,2018-04-20
Cory Chavez,Female,Grade 12,D-Ruby,Late Payment,Mathematics,Glee Club,43716.77,4230,98.23,2025-10-17,2012-07-28
Elizabeth Torres,Male,Grade 6,B-Emerald,Late Payment,Mathematics,Glee Club,20804.65,4374,80.97,2026-01-03,2012-01-25
Theresa Crawford,Female,Grade 3,A-Diamond,Scholarship,Mathematics,Varsity,19944.18,868,90.46,2026-04-16,2016-12-02
Becky Watkins,Female,Grade 11,C-Sapphire,Late Payment,Science,Varsity,24444.84,903,88.18,2025-09-09,2010-05-07
Scott Williams,Female,Grade 11,B-Emerald,Installment,Mathematics,Varsity,26854.58,2174,91.61,2025-09-23,2017-11-28
Mary Weaver,Female,Grade 9,C-Sapphire,Full Payment,History,Student Council,35790.84,591,82.58,2026-04-05,2012-03-10
Rachel Bennett,Female,Grade 9,C-Sapphire,Scholarship,Mathematics,Student Council,34565.54,4701,87.61,2025-06-24,2019-07-21
Keith Meyer,Male,Grade 1,A-Diamond,Installment,Science,Student Council,30986.22,3473,92.59,2025-07-25,2007-10-27
David Bailey,Male,Grade 6,B-Emerald,Installment,Mathematics,Glee Club,28039.11,1456,94.87,2025-10-11,2011-08-03
Sarah Dixon,Non-binary,Grade 12,B-Emerald,Full Payment,History,None,34685.39,3913,92.38,2025-12-25,2012-02-26
James Miller,Female,Grade 3,C-Sapphire,Installment,History,Arts Club,19811.82,2350,82.89,2025-11-09,2018-04-30
Susan Mccoy,Male,Grade 11,A-Diamond,Full Payment,Science,Arts Club,24997.83,1697,75.53,2025-06-22,2016-12-28
Michelle Werner MD,Non-binary,Grade 11,A-Diamond,Scholarship,Computer Science,Glee Club,30444.78,3188,75.09,2025-06-30,2017-11-05
Sandra Combs,Non-binary,Grade 6,C-Sapphire,Full Payment,Science,None,15047.16,2596,82.14,2025-06-24,2008-06-22
Kimberly Russell,Non-binary,Grade 12,D-Ruby,Scholarship,Literature,None,43103.08,1404,86.27,2025-08-23,2014-02-23
Cheryl Terry,Male,Grade 6,B-Emerald,Full Payment,Computer Science,Varsity,27610.39,1636,80.05,2025-06-19,2018-06-18
Miranda Garcia,Non-binary,Grade 12,D-Ruby,Late Payment,Mathematics,Glee Club,35949.61,1018,98.19,2025-12-22,2013-02-11
Cynthia Steele,Male,Grade 6,D-Ruby,Scholarship,History,Varsity,19774.04,3572,92.04,2025-06-14,2012-07-05
Jack Villegas,Non-binary,Grade 11,B-Emerald,Full Payment,Literature,Varsity,18019.02,3684,94.88,2025-07-15,2007-08-16
Angelica Shelton,Male,Grade 12,A-Diamond,Full Payment,Computer Science,Student Council,40654.14,2075,91.14,2026-03-29,2015-02-12
Shannon Robbins,Male,Grade 12,D-Ruby,Installment,Literature,Arts Club,32566.35,1624,83.25,2025-12-01,2019-04-16
Parker Mccoy,Female,Grade 12,A-Diamond,Full Payment,Mathematics,Arts Club,44714.67,4773,80.31,2026-01-25,2008-01-30
Lawrence Collins,Male,Grade 11,C-Sapphire,Late Payment,Literature,Student Council,39005.15,1780,91.64,2025-06-28,2008-03-03
Craig West,Non-binary,Grade 7,C-Sapphire,Full Payment,Science,Varsity,41756.91,4149,83.4,2025-10-31,2010-01-04
Anthony Martinez,Female,Grade 1,B-Emerald,Full Payment,Literature,Varsity,28321.44,2282,77.95,2026-03-04,2020-02-10
Joseph Ray,Male,Grade 6,B-Emerald,Installment,Literature,Student Council,28440.07,3051,83.47,2025-11-30,2020-04-17
Tanner Powell,Male,Grade 11,D-Ruby,Full Payment,Literature,None,21907.51,4272,97.15,2026-04-29,2012-06-18
Michael Williams,Male,Grade 1,C-Sapphire,Late Payment,Mathematics,Student Council,18898.46,4657,79.32,2025-12-16,2012-10-11
Edgar Sexton,Non-binary,Grade 3,B-Emerald,Full Payment,Mathematics,Glee Club,15913.8,3536,76.6,2025-05-21,2009-02-09
David Obrien,Female,Grade 6,A-Diamond,Full Payment,Literature,Arts Club,28346.47,1007,97.21,2026-04-13,2011-11-26
William Johns,Female,Grade 3,D-Ruby,Installment,Computer Science,Student Council,18229.15,2336,90.49,2025-11-16,2013-05-28
Mrs. Kimberly Burke,Non-binary,Grade 11,C-Sapphire,Installment,Mathematics,Student Council,22736.78,2114,78.09,2025-08-24,2011-12-12
Michael Garcia,Male,Grade 11,A-Diamond,Scholarship,Science,None,20555.09,750,92.85,2025-07-14,2008-12-30
Brandon Robinson,Non-binary,Grade 1,A-Diamond,Full Payment,Science,Varsity,27881.51,1182,80.73,2026-04-17,2018-12-04
Brittney Nelson,Non-binary,Grade 9,A-Diamond,Full Payment,Mathematics,Varsity,25700.94,1083,95.82,2026-02-04,2011-03-12
Raymond Lucas,Male,Grade 9,C-Sapphire,Installment,Science,Glee Club,42699.09,3206,96.3,2025-12-08,2009-07-17
Andrew Stephens,Male,Grade 6,B-Emerald,Scholarship,Mathematics,Glee Club,30294.93,3230,83.4,2025-06-01,2008-08-01
Daniel Velazquez,Female,Grade 7,A-Diamond,Scholarship,Literature,Student Council,44622.84,3858,97.07,2025-08-16,2019-04-01
Brian Cooper,Female,Grade 9,C-Sapphire,Installment,Science,Varsity,30676.79,2969,88.31,2025-08-14,2020-02-25
Laurie Clark,Female,Grade 11,A-Diamond,Scholarship,Mathematics,Glee Club,25962.37,3802,75.62,2025-10-25,2009-10-29
